current_time,next_time,current_scene,current_wet_weight,next_wet_weight,target_wet_weight,required_reduction,expected_reduction,noise_scope,noise_mean,noise_std,sampled_noise,noisy_expected_reduction,predicted_next_wet_weight,noisy_predicted_next_wet_weight,actual_next_reduction,strategy_type,has_recommendation,hit_reduce_direction,hit_reduce_direction_noisy,signed_error,abs_error,noisy_signed_error,noisy_abs_error
2025-12-20 21:42:36,2025-12-20 23:57:06,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=60-70万,29.1,29.0,28.85,0.25,0.6236839364505794,scene,0.020000000000000285,0.5706137047074838,0.46381873776671656,1.087502674217296,28.476316063549422,28.012497325782704,0.10000000000000142,joint,1,1,1,-0.523683936450578,0.523683936450578,-0.9875026742172945,0.9875026742172945
2025-12-20 23:57:06,2025-12-21 01:43:37,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=60-70万,29.0,29.5,28.884999999999998,0.11500000000000199,0.6236839364505794,scene,0.00909090909090922,0.5451514309296341,0.045087638351688046,0.6687715748022675,28.37631606354942,28.331228425197732,-0.5,joint,1,0,0,-1.1236839364505795,1.1236839364505795,-1.1687715748022676,1.1687715748022676
2025-12-21 01:43:37,2025-12-21 03:39:27,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,29.5,29.2,29.5,0.0,1.2473678729011588,global,-0.0005422993492407809,0.660678781341826,0.7442020475486882,1.9915699204498472,28.252632127098842,27.508430079550152,0.3000000000000007,joint,1,1,1,-0.9473678729011581,0.9473678729011581,-1.6915699204498464,1.6915699204498464
2025-12-21 03:39:27,2025-12-21 06:04:34,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,29.2,29.1,29.305,0.0,1.2473678729011588,global,-0.0008667388949079097,0.6603942702726722,0.30787375202728867,1.5552416249284475,27.95263212709884,27.64475837507155,0.09999999999999787,joint,1,1,1,-1.147367872901161,1.147367872901161,-1.4552416249284497,1.4552416249284497
2025-12-21 06:04:34,2025-12-21 08:05:04,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,29.1,29.3,29.169999999999998,0.0,1.2473678729011588,global,-0.0009740259740259725,0.6600448654702005,-0.5681456040373501,0.6792222688638087,27.852632127098843,28.420777731136194,-0.1999999999999993,joint,1,0,0,-1.447367872901158,1.447367872901158,-0.8792222688638079,0.8792222688638079
2025-12-21 08:05:04,2025-12-21 10:05:52,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,29.3,29.2,29.205,0.09500000000000242,0.6236839364505794,global,-0.000756756756756756,0.6597210469218361,0.2425158965713973,0.8661998330219767,28.67631606354942,28.433800166978024,0.10000000000000142,joint,1,1,1,-0.523683936450578,0.523683936450578,-0.7661998330219753,0.7661998330219753
2025-12-21 10:05:52,2025-12-21 12:11:57,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,29.2,30.4,29.2,0.0,1.2473678729011588,global,-0.0008639308855291584,0.659372786643469,-0.6331250234580833,0.6142428494430755,27.95263212709884,28.585757150556923,-1.1999999999999993,joint,1,0,0,-2.4473678729011583,2.4473678729011583,-1.8142428494430747,1.8142428494430747
2025-12-21 12:11:57,2025-12-21 14:13:52,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,30.4,30.0,29.2,1.1999999999999993,1.1999999999999993,global,0.0004314994606256727,0.6601949855809335,0.5803799834657472,1.7803799834657466,29.2,28.619620016534252,0.3999999999999986,joint,1,1,1,-0.8000000000000007,0.8000000000000007,-1.380379983465748,1.380379983465748
2025-12-21 14:13:52,2025-12-21 15:51:50,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,30.0,30.3,29.21,0.7899999999999991,0.7899999999999991,global,0.0,0.6599699575189664,-0.03294960135269302,0.7570503986473062,29.21,29.242949601352695,-0.3000000000000007,joint,1,0,0,-1.0899999999999999,1.0899999999999999,-1.057050398647307,1.057050398647307
2025-12-21 15:51:50,2025-12-21 18:19:53,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=70-80万,30.3,29.5,29.245,1.0549999999999997,1.0549999999999997,scene,0.1142857142857144,0.49979587670102543,0.02189226722858721,1.076892267228587,29.245,29.223107732771414,0.8000000000000007,joint,1,1,1,-0.254999999999999,0.254999999999999,-0.2768922672285863,0.2768922672285863
